0	899
1	0
2	0
3	0
4	8
5	301
6	2478
7	5338
8	5107
9	2851
10	1882
11	1590
12	1641
13	1500
14	1581
15	1657
16	1915
17	2025
18	2316
19	2656
20	3118
21	3797
22	4888
23	6046
24	8087
25	9077
26	12533
27	17174
28	24224
29	32135
30	45899
31	67243
32	120011
33	263069
34	793652
35	2016277
36	3541072
37	2975602
38	1339806
39	328945
40	54520
41	5928
42	664
43	183
44	183
45	180
46	193
47	189
48	201
49	209
50	234
51	246
52	238
53	246
54	239
55	241
56	264
57	217
58	260
59	242
60	242
61	249
62	243
63	246
64	254
65	299
66	331
67	374
68	459
69	476
70	482
71	291
72	145
73	63
74	38
75	27
76	26
77	21
78	23
79	30
80	21
81	33
82	35
83	17
84	18
85	25
86	29
87	23
88	26
89	17
90	24
91	20
92	21
93	23
94	17
95	25
96	24
97	28
98	17
99	21
100	16
101	28
102	19
103	32
104	25
105	20
106	25
107	16
108	24
109	24
110	26
111	24
112	28
113	20
114	31
115	21
116	12
117	20
118	26
119	22
120	18
121	22
122	20
123	22
124	32
125	17
126	25
127	29
128	25
129	27
130	24
131	30
132	32
133	30
134	21
135	30
136	26
137	28
138	32
139	18
140	39
141	16
142	29
143	27
144	31
145	28
146	29
147	28
148	25
149	33
150	29
151	33
152	24
153	30
154	22
155	26
156	32
157	37
158	27
159	33
160	35
161	25
162	39
163	22
164	29
165	27
166	35
167	30
168	33
169	30
170	34
171	33
172	37
173	41
174	44
175	33
176	46
177	38
178	51
179	52
180	52
181	49
182	57
183	56
184	55
185	36
186	48
187	58
188	65
189	58
190	58
191	66
192	73
193	53
194	55
195	74
196	87
197	77
198	82
199	76
200	71
201	89
202	74
203	73
204	75
205	92
206	89
207	92
208	119
209	97
210	97
211	94
212	123
213	88
214	98
215	118
216	105
217	129
218	145
219	123
220	132
221	130
222	159
223	134
224	154
225	125
226	149
227	150
228	181
229	168
230	151
231	179
232	183
233	197
234	187
235	223
236	207
237	213
238	198
239	200
240	224
241	229
242	226
243	223
244	233
245	272
246	257
247	285
248	258
249	282
250	262
251	277
252	256
253	319
254	285
255	315
256	358
257	330
258	366
259	343
260	381
261	352
262	374
263	382
264	388
265	410
266	437
267	436
268	412
269	399
270	442
271	423
272	456
273	441
274	454
275	446
276	460
277	467
278	478
279	500
280	537
281	509
282	526
283	522
284	568
285	547
286	534
287	604
288	564
289	579
290	651
291	565
292	635
293	560
294	610
295	630
296	649
297	625
298	664
299	639
300	664
301	598
302	655
303	650
304	698
305	657
306	700
307	657
308	701
309	671
310	699
311	704
312	708
313	669
314	677
315	640
316	715
317	661
318	677
319	660
320	707
321	718
322	672
323	624
324	636
325	651
326	656
327	622
328	707
329	636
330	684
331	591
332	627
333	579
334	624
335	620
336	594
337	581
338	635
339	587
340	581
341	588
342	597
343	593
344	602
345	558
346	554
347	533
348	559
349	479
350	556
351	487
352	512
353	493
354	508
355	455
356	462
357	467
358	472
359	454
360	453
361	409
362	487
363	406
364	429
365	394
366	450
367	378
368	384
369	385
370	367
371	356
372	374
373	405
374	401
375	369
376	368
377	365
378	356
379	375
380	353
381	353
382	345
383	322
384	369
385	377
386	343
387	327
388	345
389	335
390	371
391	321
392	326
393	333
394	337
395	339
396	364
397	343
398	304
399	317
400	333
401	330
402	361
403	351
404	355
405	370
406	361
407	361
408	392
409	365
410	383
411	408
412	401
413	449
414	404
415	404
416	385
417	420
418	487
419	450
420	493
421	476
422	468
423	494
424	519
425	449
426	481
427	506
428	542
429	543
430	510
431	543
432	594
433	572
434	556
435	574
436	582
437	624
438	615
439	619
440	638
441	644
442	714
443	644
444	679
445	670
446	714
447	692
448	722
449	681
450	735
451	671
452	753
453	718
454	789
455	733
456	771
457	770
458	750
459	719
460	810
461	790
462	780
463	738
464	782
465	740
466	744
467	733
468	775
469	717
470	787
471	799
472	799
473	732
474	770
475	742
476	786
477	740
478	755
479	774
480	742
481	676
482	728
483	713
484	723
485	653
486	696
487	658
488	690
489	645
490	724
491	631
492	631
493	621
494	629
495	582
496	556
