0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	2
123	2
124	0
125	1
126	1
127	2
128	1
129	1
130	2
131	6
132	5
133	1
134	3
135	1
136	1
137	3
138	5
139	2
140	2
141	2
142	2
143	2
144	2
145	2
146	3
147	6
148	1
149	3
150	5
151	9
152	3
153	6
154	7
155	5
156	8
157	4
158	4
159	4
160	6
161	6
162	3
163	5
164	7
165	4
166	2
167	3
168	5
169	6
170	6
171	4
172	9
173	7
174	1
175	8
176	6
177	8
178	8
179	5
180	7
181	11
182	7
183	4
184	7
185	3
186	4
187	9
188	9
189	8
190	6
191	6
192	6
193	6
194	7
195	8
196	9
197	7
198	7
199	13
200	6
201	10
202	16
203	12
204	8
205	11
206	8
207	9
208	8
209	14
210	11
211	11
212	8
213	9
214	7
215	9
216	6
217	7
218	10
219	12
220	13
221	11
222	13
223	13
224	9
225	8
226	16
227	11
228	8
229	10
230	11
231	13
232	10
233	9
234	13
235	14
236	15
237	12
238	5
239	19
240	14
241	14
242	9
243	14
244	16
245	19
246	17
247	17
248	15
249	19
250	13
251	7
252	25
253	23
254	14
255	17
256	16
257	21
258	20
259	25
260	9
261	23
262	22
263	21
264	26
265	18
266	30
267	16
268	28
269	23
270	26
271	35
272	28
273	30
274	27
275	21
276	32
277	27
278	31
279	32
280	36
281	43
282	36
283	34
284	39
285	34
286	47
287	44
288	36
289	31
290	35
291	38
292	47
293	41
294	42
295	40
296	46
297	50
298	68
299	58
300	59
301	65
302	66
303	50
304	63
305	78
306	80
307	73
308	67
309	69
310	76
311	84
312	73
313	79
314	96
315	70
316	90
317	89
318	85
319	96
320	106
321	111
322	107
323	125
324	114
325	135
326	128
327	136
328	120
329	132
330	178
331	150
332	160
333	166
334	180
335	216
336	200
337	196
338	220
339	203
340	241
341	224
342	245
343	242
344	237
345	260
346	275
347	281
348	299
349	289
350	314
351	337
352	343
353	372
354	370
355	406
356	413
357	395
358	449
359	503
360	497
361	498
362	548
363	603
364	623
365	665
366	708
367	698
368	775
369	852
370	886
371	932
372	917
373	1025
374	1101
375	1134
376	1154
377	1148
378	1286
379	1341
380	1309
381	1302
382	1307
383	1281
384	1327
385	1243
386	1152
387	1044
388	996
389	976
390	935
391	817
392	748
393	694
394	567
395	486
396	435
397	416
398	277
399	263
400	216
401	139
402	144
403	108
404	108
405	94
406	64
407	50
408	52
409	42
410	37
411	33
412	43
413	36
414	34
415	24
416	23
417	44
418	32
419	35
420	33
421	36
422	40
423	40
424	35
425	43
426	42
427	49
428	45
429	46
430	46
431	44
432	61
433	67
434	59
435	60
436	57
437	60
438	71
439	70
440	56
441	73
442	93
443	77
444	77
445	102
446	113
447	113
448	112
449	120
450	142
451	151
452	147
453	171
454	184
455	169
456	191
457	212
458	189
459	208
460	271
461	280
462	332
463	320
464	358
465	403
466	424
467	431
468	480
469	510
470	522
471	586
472	610
473	650
474	707
475	698
476	770
477	723
478	800
479	776
480	809
481	811
482	821
483	845
484	796
485	775
486	782
487	719
488	732
489	711
490	712
491	653
492	661
493	665
494	658
495	687
496	660
497	656
498	758
499	770
500	773
501	881
502	952
503	999
504	1057
505	1144
506	1108
507	1218
508	1402
509	1314
510	1378
511	1374
512	1392
513	1412
514	1396
515	1500
516	1300
517	1349
518	1260
519	1131
520	1087
521	984
522	909
523	786
524	695
525	609
